Headline,Outlet,Is_Clickbait
"Policie začala řešit náměstka za SPD, který sdílel falešnou fotku s Minářem",SeznamZpravy,0
Foto: Svatovítský poklad a současné umění. Na Hradě začíná velká výstava,SeznamZpravy,0
Soud zakázal v Rusku oscarový film Pan Nikdo proti Putinovi,SeznamZpravy,0
Recenze: Nový český film Nevděčné bytosti má evropské parametry,SeznamZpravy,0
Rozzuřený Babiš a zpověď fotbalisty,SeznamZpravy,0
Splníme aspoň dvě procenta? Velvyslanec při NATO vysvětluje obranné výdaje,SeznamZpravy,0
Podmínkou ke startu v ženské kategorii na olympiádě bude test pohlaví,SeznamZpravy,0
Izraelci zabili šéfa námořnictva íránských revolučních gard,SeznamZpravy,0
"Křetínský nastínil, jak přivést britskou poštu do černých čísel",SeznamZpravy,0
Karvinský primátor Wolf nesouhlasí s obviněními v korupční fotbalové aféře,SeznamZpravy,0
"Státy musí letos dokázat, že zvyšují výdaje na obranu, uvedl šéf NATO",SeznamZpravy,0
"Už ne Trump. O tom, kdy válka skončí, rozhodne Írán",SeznamZpravy,0
Kvůli sázkám poslal soud do vazby bývalého rozhodčího i fotbalového manažera,SeznamZpravy,0
"Temná postava fotbalu znovu na scéně. Miliony od Krejčíře, korupce a vliv",SeznamZpravy,0
"Polsko sníží zdanění pohonných hmot a zavede maximální ceny, oznámil Tusk",SeznamZpravy,0
Peníze odešly a zboží nikde. Jak se bránit podvodníkům na online bazarech,SeznamZpravy,0
OpenAI odložila plány na erotický chatbot,SeznamZpravy,0
"Šéf Rady ČT svolal mimořádné jednání. Změna poplatků by byla likvidační, říká",SeznamZpravy,0
"Turek mluvil o utajené informaci, i když nemá prověrku. Úřad se tím zabývá",SeznamZpravy,0
Objetí s Kimem a nadávky Evropě s Trumpovým mužem. Lukašenkův velký návrat,SeznamZpravy,0
Vzdá Rakušan boj o vedení Sněmovny? Jako náhrada jsou ve hře tři ženy,SeznamZpravy,0
"Vznikne další filmový Pán prstenů, scénář napíše komik Stephen Colbert",SeznamZpravy,0
Náměstek z SPD spojil Mináře a Halíka s terorem. Kettnera čeká žaloba i kobereček u Plagy,Blesk,1
"Pražské noclehárně na hraně kapacity: V zimě praskaly ve švech, bezdomovců dál přibývá!",Blesk,1
Letiště Praha míří k rekordům: Více než 12 milionů cestujících a nové dálkové linky!,Blesk,1
Další hvězda StarDance odhalena: Tančit bude Radek Štěpánek,Blesk,1
"Neobvyklé drama v Divadle Komedie! Při zkoušce začala hořet opona, pět lidí skončilo v péči záchranářů",Blesk,1
Polsko zasáhne proti drahé naftě: Sníží DPH i spotřební daň. A zavede stropy,Blesk,1
Zloděje policisté našli schovaného v lednici: Prý se chtěl ohřát,Blesk,1
Vyzvedli urnu s ostatky popraveného kněze Drboly: V červnu ho budou blahořečit,Blesk,1
Děsivé záběry z Turecka: Internetová hvězda skočila z mostu,Blesk,1
Děsivé přiznání Jana Tuny z Asia Express: Šlo o život!,Blesk,1
Tlačila si nůž na krk a hrozila sebevraždou! Fúrie nechtěla opustit ubytovnu,Blesk,1
Šéf hasičů o útoku v Pardubicích: Co ho překvapilo?,Blesk,1
Ohavný útok v Radotíně: Muž si za pobodání Bělorusa odsedí 12 let,Blesk,1
Syn na Slovensku zavraždil otce sekerou: Z domu se ozýval křik,Blesk,1
"Emotivní křest knihy o Slováčkové (†29): Okamžik, který Felixe zlomil! Kdo je žena, která ho konejšila?",Blesk,1
Turek si zadělal na další průšvih: Znal tajné informace o sankcích vůči Rusku? Prověřuje ho NBÚ,Blesk,1
Kauza Dozimetr u soudu: Exšéf DPP Witowski jako svědek! Co vypověděl?,Blesk,1
Honba za lajky skončila fiaskem: Turista skončil v poutech,Blesk,1
Investice za 605 milionů: Hlučín koupil od Heimstadenu 527 bytů,Blesk,1
Petřin (42) boj o miminko trval 11 let: Kvůli endometrióze měla zůstat bezdětná,Blesk,1
Velký návrat zimy: Česko pod Sněhem! V Beskydech se čeká se až 30 cm! Sledujte radar Blesku,Blesk,1
Další hvězda nové StarDance odhalena! Kdo to bude?,Blesk,1
"Policejní razie u Lea Beránka! Strach sousedů, připravené beranidlo a odvezla ho sanitka",Blesk,1
Likvidace televize! Předseda Rady ČT Novák kritizuje vládní úpravu poplatků,Blesk,1
Soud potrestal bachaře za šikanování vězňů: Trestance kopl a mlátil dlaní do obličeje,Blesk,1
"Šílená nehoda na okraji Prahy: Auto po střetu skončilo na střeše, pro zraněné letěl vrtulník",Blesk,1
Roste kačenka česká: Kde najít tuto oblíbenou lahůdku?,Blesk,1
Los Emil znovu na scéně: Užívá si prvních jarních paprsků na Šumavě,Blesk,1
Oscarový snímek Pan Nikdo proti Putinovi v Rusku narazil: Soud ho zakázal!,Blesk,1
Plaga o přijímačkách na SŠ: Zveřejníme výsledky i s řešením! Studujte VIDEOnávody a vysvětlení na Blesku,Blesk,1
Okrádala babičky při nakupování: Recidivistku usvědčily kamery,Blesk,1
Anička Slováčková (†29) před smrtí lékařce svěřila obavu: Jak se rozloučit se svým klukem?!,Blesk,1
Honza (42) čtvrt roku po natáčení Proměn: Šokující detaily intimního života! Bude další miminko?,Blesk,1
Moderátorka Eva Perkausová (32): Žhavější než kdy dřív!,Blesk,1
Smrt v plamenech! Hasiči při požáru opuštěné budovy v Praze našli lidské ostatky,Blesk,1
"Peklo na Blízkém východě: Celebrity prchají, ale... Tyto hvězdy zůstaly!",Blesk,1
"Teroristé, nebo „užiteční idioti“?! Detaily o zatčených po požáru v Pardubicích",Blesk,1
Sousedy obchází strach: Na Slovensku řádí sériový vrah?!,Blesk,1
Smrt holčičky (†3) v Praze 4: Příbuzného obvinili z vraždy! Hrozí mu výjimečný trest,Blesk,1
"ONLINE: Dva lidé zemřeli v Abú Zabí po dopadu části rakety, sirény zní v Izraeli i Íránu",Blesk,1
Google a Meta dělají z dětí závisláky! Technologičtí giganti prohráli soud,Blesk,1
D1 na Žďársku zablokoval převrácený kamion: Dálnice ve směru na Prahu stála čtyři hodiny,Blesk,1
ONLINE: Obří útok na Černihiv a okolí. Bez proudu je skoro 150 tisíc lidí,Blesk,1
Misska Kočendová v slzách: Tříměsíční syn odmítá její prs!,Blesk,1
"Naštvaná, ale bezmocná Alice Bendová: Demolice jejího domu začala! A možná bude ještě hůř…",Blesk,1
Státní ústav varuje před nebezpečným účinkem často užívaných tablet: Náměsíčnost kvůli lékům na spaní!,Blesk,1
Epstein dvojníkovi ničí život: Jak se žije s tváří zrůdy?!,Blesk,1
Dcera Dary Rolins slaví 18: Tečka za minulostí Laury a velkolepá oslava!,Blesk,1
Bronzový mušketýr Jakub Jurka otevřeně v pořadu Tániny bomby: Přiznání o těžkém dětství bez mámy!,Blesk,1
Babiš v zákulisí Blesku: Nepovedený nápad Prchala s Monikou! Tejpy po tenisu a hájení Turka,Blesk,1
Miss Kotková po rozchodu se zpěvákem kapely Slza září: Koupila si nový byt a poprvé ho ukázala,Super,1
Simona Krainová se ukázala s kanylou v žíle. Za vitaminové infuze to schytala od fanoušků i Hrachovcové,Super,1
Před 16 lety jejich táta podlehl cirhóze jater: Aňa a Ester Geislerovy na památku známého japanologa uspořádaly výstavu,Super,1
Princezně Kate během historické události málem uletěl klobouk za dvacet tisíc,Super,1
Další hvězda StarDance! Po Dykovi se diváci mohou těšit na slavného tenistu. Taneční kreace už zkoušel i s Ebenem,Super,1
"Šest hasičů ho muselo dostávat do sanitky. Muž zhubnul 146 kg, a to je teprve začátek",Super,1
"Super kachna: Tomu nebudete věřit! Žvanivá mluvčí vyzradila, co chystá Babiš",Super,1
Angie Mangombe a Josef Kůrka se sešli u soudu kvůli střídavé péči o syna: Zasáhla sociální pracovnice,Super,1
Monika Marešová v bundě za 160 tisíc naštvala Fashion Bosse! Takhle rozladěného jste Filipa Vaňka ještě neviděli,Super,1
Nabrala zběsilé pracovní tempo: Nejvtipnější česká herečka dokázala být v jeden večer na akcích vzdálených 150 km,Super,1
"Glosa: Brněnská kobyla dokopává. ANO v troskách, ODS s bitcoinovou příchutí a Kupka s Babišem v koncích",Super,1
"Krásná dcera Lionela Richieho Sofia porodila druhé dítě. Předtím chodila s Beckhamem, Bieberem i Smithem",Super,1
"Deprese, pláč a nyní konec kojení: Tři měsíce po narození syn Natálie Kočendové odmítá mléko od matky",Super,1
"Kromě domu si Vlastina Svátková pořídila ještě ateliér: Podívejte se, jak si ho zařídila",Super,1
"Slzavé údolí v Survivoru! Znovu se vyřazovalo, hráč věřil špatným lidem, kteří ho zradili",Super,1
Knižní vzpomínka na Annu Slováčkovou rok po její smrti: Zhroucený táta Felix skončil v slzách,Super,1
Po sestěhování je na řadě dítě! Veronica Biasiol otevřeně o vztahu s Dejdarem: Příští rok chce být už maminkou,Super,1
"Dcera Dalibora Jandy je v 37 letech single a hledá chlapa: Urputně na tom pracuju, přiznala. Jaký by měl být?",Super,1
Survivor 2026: Soutěžící si sáhli na dno svých sil. Pro jednoho z nich měla hra krutý konec,Super,1
Poznali jste ji? Sestře Miley Cyrus Noah je 26: Seznam jejích domnělých úprav je ovšem dost šílený,Super,1
Expartneři byli znechucení a cizí lidé krutí: Tato žena si ale s bradkou připadá krásná,Super,1
"Záhadné zmizení tatínka Michaely Salákové, kterého hledal Interpol: Našel se až ve Švýcarsku",Super,1
"Řekli mi, ať to smažu! Z výpovědi u soudu, který započala Kuchařová, mrazí. Kdo mluví pravdu?",Super,1
Je poloviční! Dvěstěkilový Honza z Extrémních proměn podstoupil operaci srdce a šokoval svým vzhledem,Super,1
Jak je vysoký a pohledný! Phoebe z Přátel výjimečně vyvedla syna: Fanynky zbystřily,Super,1
"Taru Reid vyfotili poprvé od skandálu z lobby, kdy se bezvládně kácela po ‚jedné sklence vína‘",Super,1
Sáru zradila v Survivoru podprsenka! Souboj o odměnu nevzdala a bojovala nahoře bez,Super,1
"Hrubé porušení podmínek v Survivoru: Leoš reaguje na drsné vyloučení ze hry. Naznačil, že pravidla obešel i někdo další",Super,1
Dýchejte zhluboka: Eva Perkausová si k narozeninám nadělila zatraceně sexy fotky. Svůdná jako dlouho ne!,Super,1
"Neskutečné, že už oslavil 73. narozeniny: Dalibor Janda nestárne! Jeho receptem jsou dřepy a tolerantní manželka",Super,1
"Paliva zdražují, Babiš vyzval hlavní distributory ke snížení cen",CT24,0
"USA odkládají útoky na íránské elektrárny o dalších deset dní, oznámil Trump",CT24,0
"Drahá ropa znamená vítr do zad pro elektromobily, Češi budou hlasovat peněženkou, míní expert",iROZHLAS,0
"Tureček: Nezdá se, že by byl Írán osvobozen. Žantovský: Chaos prospívá odpůrcům režimu",iROZHLAS,0
"Recepty na jarní detox a dobrý život? Často musíme jít i přes mírnou bolest, říká lékařka Marie Skalská",iROZHLAS,0
Muchová si finále na turnaji v Miami nezahraje. Nestačila na světovou čtyřku Gauffovou,iROZHLAS,0
ONLINE: ‚Jednání se vyvíjejí dobře.‘ Trump odkládá útoky na íránské elektrárny o deset dní,iROZHLAS,0
Už 48 lidí obvinila policie na Karlovarsku v případu úplatků za řidičské průkazy. Případ řeší od roku 2012,iROZHLAS,0
‚Už dovnitř nenosíme bláto.‘ Zemědělská škola v Kostelci nad Orlicí má nové zázemí,iROZHLAS,0
"Innogy zdražuje o stovky korun. ‚Postupně se to bude pravděpodobně týkat všech dodavatelů,‘ tvrdí expert",iROZHLAS,0
Magnolie se stěhují ze Senovážného náměstí. České Budějovice tam postaví podzemní parkoviště,iROZHLAS,0
"Rusko se soustředí na válku s Ukrajinou, tvrdí Rubio. ‚Moskva pomáhá Íránu,‘ oponuje Barrot",iROZHLAS,0
Inspekce odhalila nebezpečnou kojeneckou výživu. Obsahovala toxin cereulid,iROZHLAS,0
Jourová: Kvalitní veřejná služba něco stojí. Bez jistoty financování nelze zaručit redakční nezávislost,iROZHLAS,0
"Neboj, dýchej, čaruj. Ve Frýdku-Místku měl předpremiéru dokument o Davidu Stypkovi",iROZHLAS,0
Čeští fotbalisté v semifinále baráže udolali Irsko. O výhře 3:2 po penaltách rozhodl Kliment,iROZHLAS,0
‚Selhal lidský faktor.‘ Více než 20 tisícům lidí na Slovensku unikla osobní data kvůli ‚energopomoci‘,iROZHLAS,0
Stavba nového úseku dálnice D6 se o rok protáhne. Složité podloží komplikuje silničářům práci,iROZHLAS,0
Rekonstrukce přidá léčebně dlouhodobě nemocných v Rybitví 35 lůžek. Vyjde na 200 milionů korun,iROZHLAS,0
"Žaloba u soudu uspěla. Firmy doplatily na cílené budování závislosti u uživatelů, říká šéf Lupa.cz",iROZHLAS,0
"Pád, ale i rekord. Reshtenko zvládl krátký program a postoupil do volných jízd, favorit Malinin nezaváhal",iROZHLAS,0
"Jízda traktorem i poznávání plevele. Do Benešova se sjeli studenti zemědělství, znalosti poměřili v soutěži",iROZHLAS,0
Praktici: Chceme mít možnost předepisovat více moderních léků,Novinky,0
Byly slyšet brzdy a následovala ohromná rána. Cestující popsala srážku letadla s hasiči,Novinky,0
Vzácný jev v Austrálii. Cyklon Narelle obkrouží polovinu kontinentu,Novinky,0
Omán může hrát klíčovou roli v řešení konfliktu,Novinky,0
PŘEHLEDNĚ: Nový německý plán pro splnění klimatických cílů,Novinky,0
KOMENTÁŘ: Rozhořčení nad Izraelem neomlouvá žhářství - Alex Švamberk,Novinky,0
Miroslav Kemel se vrátil do své školy. Kresby vystavuje v Galerii fakulty stavební,Novinky,0
Opakovaně psal nenávistné nápisy na výlohu židovského obchodu v Praze. Dostal prospěšné práce,Novinky,0
"Vláda USA Trumpově Radě míru převedla 1,25 miliardy dolarů z fondů zahraniční pomoci",Novinky,0
Kojenecká výživa obsahovala toxin cereulid,Novinky,0
"Babiš hřímal o nehorázných maržích pumpařů, ještě dopoledne se ANO chlubilo, jak to má pod kontrolou",Novinky,0
Po životě plném utrpení podstoupila mladá Španělka eutanázii,Novinky,0
Zemřel hudebník Dash Crofts,Novinky,0
V obchodě na letišti se na polici s plyšáky usadil živý vačnatec,Novinky,0
Češi porazili Iry a vyzvou Dány ve finále baráže. Zápas rozhodly penalty,SeznamZpravy,0
Video: Troubí na něj a postrkují ho lopatou bagru. Uvázlý keporkak bojuje o život,SeznamZpravy,0
Trump odložil útoky na íránské elektrárny o dalších deset dní,SeznamZpravy,0
"EU zavede celounijní poplatek na malé zásilky, zasáhne čínské prodejce",SeznamZpravy,0
Fotky: Závod o záchranu keporkaka na německé pláži. Nářek je slyšet do dáli,SeznamZpravy,0
Soud zamítl žalobu sítě X vinící inzerenty z nezákonného bojkotu,SeznamZpravy,0
"Izrael nasadí v Libanonu další divizi, vytváří tam nárazníkovou zónu",SeznamZpravy,0
Írán snížil povinný věk pro členy represivních milic na 12 let,SeznamZpravy,0
Nizozemský soud zakázal xAI vytvářet a šířit sexualizované snímky bez souhlasu,SeznamZpravy,0
"SZPI odhalila nebezpečnou kojeneckou výživu, obsahovala toxin cereulid",SeznamZpravy,0
Ropa za 200 dolarů. Trumpova vláda zkoumá černý scénář,SeznamZpravy,0
Bůh na bruslích řádí v Praze. Šampionát v krasobruslení magnetizuje davy,SeznamZpravy,0
Soudce odmítl zrušit obvinění proti Madurovi kvůli sporu o právní poplatky,SeznamZpravy,0
V čele města i klubu najednou. Primátorovi Karviné už dřív vyčítali střet zájmů,SeznamZpravy,0
"Snižte ceny, tlačí Babiš na čerpací stanice a mluví o kartelu",SeznamZpravy,0
Změny ve financování mohou podle EBU ohrozit stabilitu ČT a ČRo,SeznamZpravy,0
Na jarní aukci se draží milionové obrazy i sochy. Kupka začíná na 20 milionech,SeznamZpravy,0
Soud v Rusku zakázal oscarový film Pan Nikdo proti Putinovi,SeznamZpravy,0
"Znásilnili ji, po skoku z okna ochrnula. Zničená Noelia (†25) podstoupila eutanaziiaqq",Blesk,1
Politická smetánka v Edenu: Českým fotbalistům fandil i prezident Pavel,Blesk,1
Konec v Asia Express: Vyletěla kontroverzní Rychlá rota!,Blesk,1
V Michli našli ohořelé ženské tělo: Policie hledá podezřelého,Blesk,1
"Austrálie zavřela dveře Íráncům: Turisty stopla ze dne na den, platným vízům navzdory",Blesk,1
ONLINE: Izrael zabil velitele íránského námořnictva. A výbuchy v Teheránu,Blesk,1
Inspekce varuje: Nebezpečný toxin v kojenecké výživě!,Blesk,1
Autor Vyprávěj a ex Bernáškové Merkner odhalil: Tragicky přišel o mladšího bráchu!,Blesk,1
Čeká Prahu dopravní peklo? Rekonstrukce Kbelské za stovky milionů ochromí provoz!,Blesk,1
Nafta za 50 korun rozzuřila Babiše: Obul se do velkých distributorů a zmínil kartel,Blesk,1
Praha kupuje most za 93 milionů: Oživí spojení v Komořanech po letech nečinnosti!,Blesk,1
"Skandály, žárlivost a OnlyFans: Co nás čeká ve 4. sérii Ruže pre nevestu",Blesk,1
"Nahé šaty a nechutné narážky: Herec z Hunger Games ostře bránil outfit přítelkyně. Držte hubu, vzkázal hejtrům",Super,1
"Bože, smiluj se! píší fanoušci. Zpěvačka, kterou kritizují kvůli váze, vystavila vnady v bikinách s mušličkami",Super,1
"Martina Pártlová přála partnerovi a vysekla mu poklonu: Teď už je jasné, proč je dobré mít o 13 let mladšího",Super,1
"Tajná operace měla „sundat“ opoziční Tiszu, píší maďarští investigativci",CT24,0
"Ministr Červený chce v KRNAP ‚srovnat podmínky‘ pro podnikatelku Sovovou, jež kandidovala za Motoristy",iROZHLAS,0
"O víkendu se mění čas, noc bude o hodinu kratší. Odborníci varují před vyšším rizikem nehod",iROZHLAS,0
"Opravené interiéry, tanec princezen a prodejní stánky. Zámek v Zákupech láká na velikonoční trhy",iROZHLAS,0
Lídryně Venezuely vyhlásila v zemi týden volna kvůli úspoře energie. Dotkne se to škol a státní správy,iROZHLAS,0
Úklid parku i demolice staré budovy. Obecně prospěšné práce odsouzených šetří peníze,iROZHLAS,0
"Velryba uvázlá na severu Německa se uvolnila z mělčiny. Vyhráno ale ještě nemá, je daleko od domova",iROZHLAS,0
Studenti architektury vymýšleli na workshopu v Pardubicích proměnu nábřeží Labe a Chrudimky,iROZHLAS,0
"Až 96 tisíc ročně a městský byt dostanou mladí učitelé, když přijdou do Aše. Město vypsalo stipendium",iROZHLAS,0
"ONLINE: Rusko útočilo na několik míst na Ukrajině, zraněných je 10 lidí. Moskva zneškodnila 85 dronů",iROZHLAS,0
"‚Teroristi a nelidská stvoření.‘ Někdo hodil zápalné lahve na Ruský dům v Praze, policie pachatele hledá",iROZHLAS,0
"17 tisíc běžců ze 117 zemí. Praha se připravuje na půlmaraton, Bubenské nábřeží je zavřené",iROZHLAS,0
Po Innogy ceny plynu navyšuje i Pražská plynárenská a MND. Zdražování se týká hlavně nových zákazníků,iROZHLAS,0
"Kapitán Krejčí po Irsku vyzdvihl oddanost a bojovnost týmu. ‚Byla to válka,‘ hodnotil zápas trenér Koubek",iROZHLAS,0
Vezmi vědce na kafe. Colours of Ostrava nabídne kavárnu Akademie věd a rozšířenou divadelní scénu,iROZHLAS,0
Šest aukcí během dvou let a žádný zájemce. Zámek v Bezdružicích propadá státu,iROZHLAS,0
Dělníci dokončili ražbu tunelu v Dolní Radechové. Stavba ochvatu Náchoda potrvá ještě dva roky,iROZHLAS,0
Dobeš vychytal Montrealu v NHL výhru. Nečas si připsal při vítězství Colorada asistenci,iROZHLAS,0
Nátlak a vyhrožování? Bývalý místopředseda dozorčí rady Marek odmítl svědčit v kauze Dozimetr,iROZHLAS,0
Trump nařídí výplatu mezd letištním kontrolorům. Chce ‚zastavit chaos‘ a ukončit mnohahodinové fronty,iROZHLAS,0
